STREET_NAME,count
33094th st,1
47-08 248th st,1
washington st fl,1
609th st apt,1
vyse ave,1
42051st st,1
butler blvd,1
larkin st,1
20-03 49th st,1
53-29 72nd pl,1
29305th st,1
1622nd st b,1
10-45 115th st,1
105-47 88th st,1
irving ave,1
norfolk st,1
st johns ave,1
57-19 64th st,1
38th ave apt,1
110-02 203rd st,1
61-25 97th st,1
 2965th st,1
132-36 pople ave,1
120-35 144th st,1
barclay st,1
196- 67th ave,1
456167th st,1
86-16 60th ave,1
90-10 34th ave,1
42138th st apt,1
63252nd st,1
33-52 crescent st,1
willoughby ave apartment,1
56-09 van cleef st,1
bay 7th st,1
71st ave ,1
89438th st,1
181324th st,1
30-33 93rd st,1
1563rd st.,1
marisa ct,1
42550th st,1
155- 86th st,1
234148th st,1
84197th st,1
44-12 65th st,1
conover st,1
orchard st ph b,1
70139th st,1
leonard st apartment,1
52727th st,1
16663rd st,1
ada dr,1
fdr dr,1
30th ave.,1
202-08 100th ave,1
newbold ave,1
99-30 59th ave,1
cedar st,1
133195th st,1
99-60 63rd rd,1
44452nd st,1
avery ave,1
142-25 37th ave,1
3076th st,1
120-47 sunrise ct,1
63542nd st,1
fiske pl,1
147-37 230th st,1
23522nd st apt,1
discala ln,1
6513th st apartment,1
155-01 90th ave,1
pelham pkwy n apt,1
143-43 41st ave,1
164654th st,1
86-17 105th st,1
2765th st,1
40056th st,1
appleby ave,1
41-33 68th st,1
15671st st,1
196-11 100th ave,1
158-11 96th st,1
haven ave apt,1
32-05 linden pl,1
76-26 113th st,1
sunnyside terrace,1
11490th st,1
626136th st,1
greenway ave,1
10-41 115th st,1
66-43 alderton st,1
avenue o,1
bainbridge ave,1
monroe st,1
265218th st,1
43rd st apt,1
30018th st,1
160105th st,1
80017th st,1
south end ave apt,1
44-11 192nd st,1
94146th st,1
lorrain ave,1
11757th st apt,1
princeton ln,1
36520th st apt,1
lefferts pl apt,1
22-08 greene ave,1
112-18 38th ave,1
167th st ,1
76-13 ditmars blvd,1
1553rd st,1
purdy pl,1
18475th st,1
29-26 211th st,1
757169th st,1
12826th st fl,1
beach 116th st,1
40059th st,1
199th st,1
439116th st,1
93532nd st,1
 2064th st,1
67th st,1
34072nd st,1
gleason ave,1
250-38 39th rd,1
5278th st,1
hill ave,1
33-55 14th st,1
99163rd st,1
153-41 sapphire st,1
28th ave,1
tilden st,1
barker ave  d,1
204-18 46th ave,1
29325th st,1
151106th st,1
46-36 206th st,1
333109th st,1
15549th st,1
42551st st,1
900190th st,1
stratford ave,1
306mosholu pkwy s,1
25030th st,1
55th st,1
 central,1
69-33 169th st,1
42578th st,1
13539th st,1
218139th st,1
washington pl,1
10181st st,1
33-11 73rd st,1
overlook terrace apt,1
25-74 34th st,1
nelson st,1
36376th st,1
wyckoff ave,1
17216th st,1
138-51 63rd ave,1
18th st,1
3512th st,1
15055th st,1
16th st,1
1272nd st,1
1863rd st apt,1
43557th st apt,1
17078th st,1
34080th st,1
120-17 cove ct,1
123872nd st,1
21-55 34th ave,1
188-28 114th dr,1
1559th st,1
fairfax ave,1
32-13 112th st,1
35062nd st,1
30040th st,1
32-50 53rd pl,1
158-20 77th ave,1
68127th st,1
61-15 98th st,1
79-09 153rd ave,1
25022nd st,1
68th st apt,1
commodore dr,1
20180th st,1
11629th st,1
53651st st,1
149-43 35th ave,1
bartlett ave,1
13-73 beach channel dr,1
ludlow st,1
52nd st apartment,1
northside piers,1
4482nd st,1
12424th st,1
bell ave,1
55522nd st,1
 36088th st ph,1
duane st,1
37-26 87th st,1
wexford terrace apt,1
91-09 95th st,1
63rd dr apt,1
22073rd st,1
nasby pl,1
13435th st,1
158-18 riverside,1
865th st,1
44484th st,1
34581st st,1
16472nd st,1
224-20 145th rd,1
broad st,1
wyona st,1
362127th st,1
133-22 centerville st,1
83-55 lefferts blvd,1
41454th st,1
pitman ave,1
191-20 113th rd,1
s 2nd st,1
661228th st,1
344121st st,1
18674th st,1
111raleigh ave,1
69-55 kessel st,1
32-27 92nd st,1
25th ave,1
throop ave,1
82nd rd apt,1
164- willets point blvd,1
151-23 12th rd,1
162-15 14th ave,1
112673rd st,1
28-39 213th st,1
74th st,1
nashville blvd,1
b 31st st,1
76-22 57th rd,1
bronx blvd,1
312f beach 101st st,1
114-48 148th st,1
marine pkwy,1
129102nd st,1
ave y,1
16371st st,1
335209th st apt,1
loisaida ave,1
bay pkwy,1
109-42 centreville st,1
mayflower ave,1
norton dr,1
lovelace ave,1
elton ave,1
62-72 wetherole st,1
rockaway st,1
hendrickson st,1
263139th st,1
independence ave apt,1
150-08 grand central pkwy,1
220-45 138th ave,1
115-11 126th st,1
ilyssa way,1
havemeyer ave,1
avenue y,1
237417th st,1
tier st,1
33585th st,1
141-03 15th ave,1
46-2 190th st,1
24518th st,1
162-31 91st st,1
lynn st,1
24010a oak park dr ,1
21-48 35th st,1
142-18 38th ave,1
87-01 commonwealth blvd,1
642207th st,1
42084th st,1
rector pl,1
wilcox ave,1
copley st,1
65-50 wetherole st,1
cedar ave,1
100-05 69th ave,1
135-20 lefferts blvd,1
88-04 69th rd,1
van sicklen st,1
76-18 251st st,1
30555th st,1
57-5 main st,1
236213th st,1
gillespie ave,1
highland pl,1
minna st,1
47th ave apt,1
144-46 boulevard,1
garden pl,1
bunnell ct,1
2887th st,1
69th st ,1
257-03 80th ave,1
53rd ave apt,1
48138th st,1
rene dr,1
149-30 88th st,1
17074th st apt,1
25252nd st,1
androvette ave,1
palisade ave apt,1
25-01 23rd ave,1
orange st,1
514235th st,1
2487th st,1
45-33 zion st,1
132-03 sanford ave,1
111-45 120th st,1
bay 8th st,1
12-86 augustina ave,1
41057th st,1
howard ave,1
37th ave ,1
131-16 115th ave,1
149-47 26th ave,1
34-51 74th street,1
86-84 188th st,1
76-66 174th st,1
grandview terrace,1
71-28 manse st,1
861231st st,1
mulberry ave,1
102-26 213th st,1
2035th st,1
woodhaven blvd apt,1
academy st,1
new utrecht ave,1
audley st,1
41153rd st,1
156-23 88th st,1
860232nd st,1
86th st ,1
washington square w,1
154-69 26th ave,1
120-10 ketch ct,1
205-05 jamaica ave,1
28-05 216th st,1
barker st,1
36a rochester ave,1
10th ave,1
65-18 austin st,1
92198th st,1
124- rockaway beach blvd,1
32-58 86th st,1
151-35 84th st,1
14-11 111th st,1
525134th st,1
42nd st,1
chambers st apt,1
64-04 71st st,1
129th st,1
58-31 71st st,1
138-38 63rd ave,1
144-28 72nd rd,1
benjamin dr,1
prospect park southwest apartment,1
cliffwood ave,1
69th ln apt,1
13552nd st ph,1
24-40 little neck blvd,1
204164th st,1
st pauls ave,1
4595th st,1
dutchess ave,1
196-11 45th ave,1
hawtree st,1
219144th st apt,1
121-42 laurelton pkwy,1
146223rd st,1
145-90 222nd st,1
116-33 198th st,1
515135th st,1
gates ave,1
65-65 wetherole st,1
64-01 pleasantview st,1
17184th st,1
163-43 90th st,1
latimer ave,1
mickle ave,1
linden blvd,1
627236th st,1
231763rd st,1
bennett ave apt,1
81922nd st,1
grosvenor ave,1
91-10 34th ave,1
forest ln,1
cyrus pl,1
iselin ave,1
2293rd st,1
53076th st,1
140-27 183rd st,1
30377th st,1
cloverdale ave,1
112-30 northern blvd,1
83-12 doran ave,1
162-31 9th ave,1
hicksville rd,1
73-48 196th st,1
25-23 120th st,1
bay club dr apt,1
st stephens pl,1
campus rd,1
cascade st,1
russek dr,1
corona ave,1
26972nd st,1
harbor view terrace,1
1433105th st,1
college pl,1
106-09 169th st,1
207-7 estates dr,1
3530th st,1
31836th st.,1
mace st,1
20-46 41st st,1
22-15 whitestone expy,1
25786th st,1
40645th st,1
fox st,1
22-63 nameoke ave,1
kings hwy apt,1
jefferson blvd,1
seaman ave,1
colgate ave,1
1570th st,1
15916th st,1
ramona ave,1
rochambeau ave,1
76-73 173rd st,1
s railroad st,1
court st apt,1
247-16 76th ave,1
benedict ave,1
71-27 260th st,1
207-15 melissa ct,1
127856th st,1
594152nd st,1
jeanette ave,1
33-14 154th st,1
bard ave,1
84-26 87th st,1
17562nd st,1
194-08 116th ave,1
201058th st ,1
69-04 ditmars blvd,1
wissman ave,1
62-22 65th st,1
33-44 93rd st,1
carlton ave,1
arbutus ave,1
115-33 227th st,1
kensington st,1
a edgewater park,1
woodrow rd,1
buffalo st,1
108-49 63rd ave,1
eldridge ave,1
brighton st,1
73-38 199th st,1
1324101st st,1
30-07 143rd st,1
lott ln,1
sedgwick ave,1
132- maple ave,1
75-57 186th st,1
85-05 eliot ave,1
36-19 217th st,1
beaumont ave,1
146-13 105th ave,1
50-39 61st st,1
4530th st,1
pearsall st,1
83-20 98th st,1
west 4th street,1
corbin pl,1
12th ave,1
25373rd st,1
43046th st,1
106-10 217th st,1
274128th st,1
pinchot pl,1
47-17 39th ave,1
112122nd st,1
nugent ave,1
roff st,1
dartmouth st apt,1
elmwood park dr apt,1
175014th st apt,1
craig ave,1
41st st,1
32-50 204th st,1
jay st,1
greene pl,1
mills ave,1
172-31 highland ave,1
112557th st,1
85-30 101st st,1
263-07 57th ave.,1
hubert st,1
52-37 84th st,1
52147th st,1
12273rd st,1
20278th st,1
kearney ave,1
136-8 elder ave,1
66-18 gray st,1
ryder st,1
kappock st apt,1
99-07 70th ave,1
203102nd st,1
dover green,1
sherman ave,1
47-34 glenwood st,1
114-31 120th st,1
melbourne ave ,1
24871st st,1
northern blvd apt,1
arlington pl,1
tyndale st,1
44-20 douglaston pkwy,1
2-11 147th st,1
62-14 80th st,1
34-21 83rd st,1
35730th st,1
york ave,1
12612th st,1
138-10 franklin ave,1
31-50 buell st,1
104-30 219th st,1
wadsworth rd,1
2427th st,1
gunther ave,1
downing st,1
263254th st,1
150-32 sullivan dr,1
21592nd st,1
montell st,1
reynolds st,1
opal ct,1
69-10 penelope ave,1
155734th st,1
haight ave,1
43-2 orient ave,1
amethyst st,1
new york ave,1
13985th st apartment,1
129th st apt,1
stone ln,1
jewel ave ,1
262197th st,1
526158th st,1
holly st,1
15682nd st,1
giegerich pl,1
21-89 47th st,1
4570th st,1
whitson st,1
duffield st,1
union st apartment,1
kirshon ave,1
148553rd st,1
136892nd st,1
30212th st apt,1
poillon ave,1
newman ave,1
58-03 calloway st,1
16664th st,1
simmons ln,1
212- 16th ave,1
36022nd st,1
wickham ave,1
union tpke apt,1
prescott ave,1
24658th st,1
beach 24th st,1
115- 220th st,1
dexter ave,1
vernon ave,1
gay st,1
159-03 83rd st,1
 rector pl,1
copperleaf terrace,1
214-42 27th ave,1
hamilton terrace,1
princewood ave,1
30-36 88th st,1
396a 9th st,1
45-12 244th st,1
coster st,1
33-02 parsons blvd,1
190-16 33rd ave,1
12335th st,1
van nest ave,1
savo loop,1
24746th st apt,1
13th st,1
59th st,1
bay 11th st,1
30996th st,1
46079th st,1
18864th st apt,1
253524th st,1
brighton 10th path,1
beach 37th st,1
21573rd st,1
151-42 82nd st,1
12107th st,1
74-06 64th ln,1
richmond st,1
112451st st,1
george st,1
1130th st,1
macon st,1
taylor ave,1
freedom ave,1
25-02 169th st,1
boller ave,1
20074th st,1
23573rd st,1
84-70 129th st,1
44457th st,1
948217th st,1
powell st,1
willow,1
lyman pl,1
504135th st,1
272107th st,1
82-35 134th st,1
42-40 bowne st,1
234-4 131st ave,1
flagg ct,1
story ave ,1
12755th st,1
148-05 111th ave,1
158-35 87th st,1
plimpton ave,1
43-40 union st,1
prince st apt,1
32-39 jordan st,1
austin pl apt,1
101-55 112th st,1
bay 22nd st,1
richmond terrace apt,1
 centre st,1
hicks st apt,1
waldron ave,1
wiman ave,1
479th st,1
16-33 166th st,1
fairview ave,1
11157th st,1
241-49 148th dr,1
21411th st,1
25021st st,1
111-31 141st st,1
86-05 91st ave,1
254-06 craft ave,1
229tremont ave,1
564th st,1
157126th st,1
 morrison ave,1
van name ave,1
91-15 lamont ave,1
28-31 hobart st,1
clove way,1
71st rd,1
throgs neck expy,1
loretto st,1
149-07 85th rd,1
33-24 junction blvd,1
lynn ct,1
hinsdale st,1
44-55 kissena blvd,1
berry st,1
simon ct,1
130-24 150th st,1
150948th st,1
204-34 9th ave,1
lamont ave,1
indale ave,1
warren st,1
206-4 emily rd,1
57929th st,1
15772nd st,1
32-40 48th st,1
517142nd st,1
grand central pkwy apt,1
163-4 71st ave,1
marion ave,1
miles ave,1
13780th st,1
mapleton ave,1
954th st,1
ohm ave,1
25189th st,1
patterson ave,1
7c edgewater park,1
237-14 93rd rd,1
prince st,1
29-18 brookhaven ave,1
85039th st,1
11071st st,1
mac donough pl,1
mountainview ave,1
340234th st,1
6th ave apt,1
adelphi ave,1
dare ct,1
ct,1
21575th st,1
armstrong ave,1
s oak dr,1
103-12 104th st,1
135-38 224th st,1
neutral ave,1
4574th st,1
421154th st,1
longview rd,1
1928th st,1
118th st apt,1
s 2nd st apartment,1
901106th st,1
89-00 170th st,1
36-34 clearview expy,1
coleman st,1
248-08 82nd ave,1
747217th st,1
223-30 107th ave,1
wall st,1
frost st,1
lamoka ave,1
point breeze ave,1
15594th st,1
456134th st,1
151-40 88th st,1
65-07 181st st,1
214- 15th ave,1
125th rd,1
123-10 ocean prom,1
beach 120th st,1
137-06 132nd ave,1
forest ave,1
95-15 108th st,1
208th pl,1
vera st,1
beach 109th st,1
244-89 61st ave,1
162-14 97th st,1
16-38 157th st,1
middlemay cir,1
85-33 radnor st,1
66-23 alderton st,1
61-35 98th st,1
664161st st,1
cayuga ave bsmt,1
overing st,1
132-11 centerville st,1
41987th st,1
222-44 41st rd,1
rensselaer ave,1
locust point dr,1
endeavor pl,1
rolling hill green,1
313118th st,1
commerce st ,1
arthur kill rd,1
233112th st,1
15924th st,1
67-12 yellowstone blvd,1
3rd st,1
32-16 61st st,1
schofield st,1
62nd st,1
98-05 63rd rd,1
katan ave,1
14-12 bonnie ln,1
legion st,1
colon ave,1
portland pl,1
taft ave,1
1469th st,1
mt olivet crescent apt,1
tarring st,1
85-16 chevy chase st,1
knapp st,1
62-15 82nd pl,1
greentree ln,1
12838th st,1
bement ave,1
67-44 kessel st,1
11119th st,1
85-29 66th ave,1
23978th st,1
61-29 75th st,1
117-02 111th ave,1
59-14 69th st,1
81-15 queens blvd,1
216-10 17th ave,1
484a 7th ave,1
249-07 88th rd,1
clay pit rd,1
bradley ave,1
204738th st,1
70-17 nansen st,1
durland pl,1
magnolia pl,1
avenue n,1
renfrew pl,1
avenue r,1
18-70 211th st,1
chestnut ave,1
3927th st,1
4th ave apt,1
arlo rd  a,1
18-29 george st,1
15-03 201st st,1
gianna ct,1
4322tremont ave,1
83-40 austin st,1
north dr,1
118-14 pl,1
84-11 165th ave,1
barclay ave,1
andrews ave s,1
119-44 193rd st,1
hunter pl,1
canterbury ave,1
60-17 59th ave,1
edenwald ave,1
45619th st,1
edson ave,1
102-15 215th st,1
adrian ave,1
20774th st,1
164-31 99th st,1
88-08 gettysburg st,1
lamberts ln,1
2nd pl,1
south st,1
stalie ct,1
87-45 253rd st,1
 161110th st,1
86-27 125th st,1
62-24 65th st,1
116-25 134th st,1
87-07 158th ave,1
escanaba ave,1
62187th st,1
pelham pkwy s,1
114-36 sutter ave,1
jamie ct,1
wainwright ave,1
55834th st,1
south ave,1
91-18 173rd st,1
155- 79th st,1
bronxwood ave,1
157-23 16th rd,1
austin pl,1
43132nd st,1
76th st,1
cunard ave,1
242235th st,1
31-15 102nd st,1
olympia blvd,1
spratt ave,1
d edgewater park,1
90-07 107th ave,1
30-53 35th st,1
bedell ln,1
navigator ct,1
122-4 115th ave,1
136-17 carlton pl,1
mead st,1
college point blvd,1
235138th st,1
preston ave,1
alderbrook rd,1
153-10 89th ave,1
13487th st,1
hoover ave apt,1
164th dr,1
75-43 113th st,1
31-42 41st st,1
beach 44th st,1
1698new york ave,1
41-39 56th st,1
36138th st,1
bay ridge pkwy apt,1
253226th st,1
39-65 52nd st,1
24-47 43rd st,1
750a lafayette ave,1
45250th st,1
86-30 91st st,1
15589th st,1
st peters ave,1
40-51 172nd st,1
34-40 79th st,1
221572nd st,1
willett ave,1
crotona park e,1
165-15 cross island pkwy,1
highland rd,1
150-25 72nd rd,1
gerritsen ave,1
harrison ave,1
elm ave,1
miami ct,1
88-25 63rd ave,1
43-28 169th st,1
280526th st,1
88-47 247th st,1
126-18 148th st,1
53-30 61st st,1
40090th st,1
138534th st,1
clark st,1
huxley ave,1
495th st,1
7177th st apt,1
stuyvesant st,1
skyline dr,1
263528th st,1
battery ave,1
park hill ct,1
drew st,1
14126th st apt,1
oldfield st,1
queens blvd apt,1
beach rd,1
laguardia pl apt,1
beach 9th st,1
33-37 71st st,1
78th st apt,1
beadel st,1
96208th st,1
aquatic pl,1
18-15 215th st,1
33rd st apt,1
88-44 202nd st,1
21-15 33rd st,1
22380th st apt,1
67th ave,1
tiffany pl,1
215-20 104th ave,1
ada dr ,1
laconia ave,1
18a bleecker st,1
ebbitts st,1
clinton b fiske ave,1
van brunt st,1
70-31 108th st,1
suffolk ave,1
gravesend neck rd,1
lucerne st,1
45loop rd,1
halsey st,1
120-46 238th st,1
coale ave,1
865th st apt,1
71022nd st,1
42023rd st,1
billingsley terrace,1
12-5 estates ln,1
150-14 village rd,1
31565th st,1
134136th st,1
166-32 16th rd,1
39-22 221st st,1
229144th st apt,1
marine ave apt,1
20017th st,1
130956th st,1
13687th st,1
corporal kennedy st apt,1
13681st st,1
70-33 65th pl,1
247221st st,1
104-37 116th st,1
14069th st apt,1
16th ave,1
88-30 51st ave,1
hillmeyer rd,1
17783rd st,1
bridge park dr ph,1
84-42 85th rd,1
164592nd st,1
3484th st,1
havemeyer st,1
maple st,1
2588th st,1
42-22 ketcham st,1
hooker pl,1
5394th st,1
120-41 132nd st,1
91-11 92nd st,1
b 26th st,1
15154th st,1
cassidy pl,1
1043rd st,1
155-11 14th ave,1
bronx,1
president st,1
jenna ln,1
109-20 queens blvd,1
greystone ave,1
161131st st,1
30074th st,1
court st,1
s 4th st,1
65-10 108th st,1
summit ave,1
206-17 emily rd,1
francine ct,1
clifton st,1
108673rd st,1
53084th st,1
37-21 80th st,1
63-36 99th st,1
1217101st st,1
21598th st,1
137993rd st,1
111-87 43rd ave,1
dean st apartment,1
brighton 3rd st,1
21831st st,1
31-21 54th st,1
warren st apt,1
112-01 queens blvd,1
leverett ave,1
cambridge ave,1
41585th st,1
5030th st ph,1
home st,1
88-8 151st ave,1
35-24 78th st,1
120-10 135th st,1
14144th st,1
tudor city pl apt,1
12183rd st,1
215138th st,1
66-15 thornton pl,1
668th st,1
neilson st apt,1
31069th st,1
40-40 203rd st,1
14-43 28th ave,1
171922nd st,1
15186th st,1
4196th st,1
durant ave,1
4067th st,1
st lawrence ave,1
corson ave,1
171714th st,1
wallace ave,1
beach 117th st,1
87-05 166th st,1
102-10 66th rd,1
144-40 71st ave,1
42563rd st,1
64-56 woodbine st,1
12-15 broadway,1
233015th st,1
28734th st,1
765224th st,1
303113th st,1
860181st st apt,1
15263rd st,1
16560th st,1
6182nd st,1
51126th st,1
214-03 16th ave,1
68-09 138th st,1
23370th st,1
35-51 85th st,1
empire blvd,1
bedford ave apt,1
fort washington ave apt,1
82-61 172nd st,1
132-14 horace harding expy,1
131-01 40th rd,1
245-54 62nd ave,1
clay ave,1
46846th st,1
roanoke st,1
18093rd st,1
dupont st,1
40-18 190th st,1
769th st,1
165719th st,1
545111th st,1
20089th st apt,1
23979th st,1
59-43 madison st,1
sullivan pl,1
boynton ave,1
112-50 78th ave,1
31-10 95th st,1
15422nd st,1
438162nd st,1
morgan ave,1
32154th st,1
fort pl,1
20090th st,1
britton ave,1
hill st,1
long pond ln,1
33346th st,1
franklin ave,1
35-38 75th st,1
32-40 87th st,1
311138th st,1
40-20 217th st,1
bay terrace,1
43-45 walker st ,1
41652nd st ,1
4088th st ,1
535163rd st,1
31551st st,1
5793rd st,1
park ln,1
63-12 136th st,1
22-11 33rd st,1
hastings st,1
256-16 86th ave,1
2278th st,1
deems ave,1
dean st,1
beach 126th st,1
188-39 ilion ave,1
oriental blvd,1
48793rd st,1
216117th st,1
34019th st apt,1
110-25 217th st,1
cornelia st apt,1
greene st,1
552141st st,1
24525th st,1
150105th st,1
149-42 17th rd,1
84-96 austin st,1
prospect park southwest apt,1
46-10 glenwood st,1
66-27 gray st,1
60-65 55th st,1
99-11 43rd ave,1
crown ave,1
99-44 62nd ave,1
21-77 33rd st,1
johnston terrace,1
40-26 benham st,1
junius st,1
77th st apt,1
48-36 65th pl,1
111- 66th ave,1
213120th st,1
32143rd st apt,1
13-63 209th st,1
80-48 193rd st,1
79-28 68th ave,1
525150th st,1
imlay st,1
22914th st,1
brighton 2nd pl,1
mann ave,1
3322nd st,1
52251st st,1
68-2 140th st,1
30333rd st,1
93987th st,1
159-18 28th ave,1
pearson st,1
1279th st,1
99-15 66th ave,1
dover st,1
12132nd st,1
717221st st,1
94-24 53rd ave,1
38512th st,1
18088th st,1
153422nd st,1
85-10 79th st,1
32552nd st,1
 98th pl,1
250103rd st,1
15697th st,1
110-38 64th ave,1
12-12 120th st,1
132-59 41st rd,1
20170th st,1
43034th st.,1
45757th st,1
falmouth st,1
hutchinson riv pkwy,1
liberty st ph,1
n henry st,1
12-29 estates ln,1
66-05 garfield ave,1
19-26 81st st,1
5th st,1
mercer st,1
 2322nd st,1
71-36 110th st,1
198-06 100th ave,1
115-15 127th st,1
beaver st apt,1
85-34 chevy chase st,1
94-35 corona ave.,1
poi ct,1
121-26 7th ave,1
dean ave,1
52nd st apt,1
120th st,1
3rd ave ph b,1
41-50 78th st,1
15349th st,1
5072nd st,1
28812th st,1
160-44 26th ave,1
163- 17th ave,1
lefferts pl,1
20516th st,1
buttrick ave,1
14195th st,1
20-48 steinway st,1
32-15 168th st,1
160-14 83rd st,1
oak dr,1
95-18 42nd ave,1
s portland ave,1
dunham st,1
41023rd st,1
145-38 3rd ave,1
114-15 91st ave,1
greenwich st ph e,1
118-18 225th st,1
riverside dr ,1
72-61 113th st,1
104-06 212th st,1
17-20 150th st,1
64-30 72nd st,1
240-67 poplar st,1
 henry hudson pkwy,1
wellington ct,1
51987th st d,1
137-25 133rd ave,1
brighton ct,1
knollwood ave,1
norwood ave,1
ocean terrace,1
121072nd st,1
175551st st,1
115-14 10th ave,1
mercer st apt,1
65-15 38th ave,1
91st st,1
archwood ave,1
jamie ln,1
10-40 neilson st,1
linwood st,1
carroll st apartment,1
33420th st,1
88-20 78th st,1
205238th st,1
48th ave ph,1
harbor rd,1
7th st,1
greene st apt,1
pilot st,1
41157th st,1
bowery,1
207274th st,1
114-06 194th st,1
flagg pl,1
van cortlandt park e,1
bay 25th st,1
boone st,1
5195th st,1
murdock pl,1
188353rd st,1
guyon ave,1
61-20 71st ave,1
26-39 93rd st,1
172714th st,1
murray st ph,1
190mosholu pkwy s,1
katan loop,1
13515th st,1
12019th st,1
160645th st,1
234-18 131st ave,1
bascom pl,1
29445th st,1
48-17 42nd st,1
mc arthur ave,1
102-37 68th ave,1
annfield ct,1
146-11 delaware ave,1
100-25 queens blvd,1
madeline ct,1
110-42 213th st,1
84-19 253rd st,1
99-10 60th ave,1
93-05 37th ave,1
63-44 72nd st,1
144-58 boulevard,1
107073rd st,1
281817th st,1
60th ave apt,1
2513th st,1
13281st st,1
metropolitan oval,1
788th st,1
112-50 northern blvd,1
164-30 77th rd,1
1064th st,1
86-10 dumont ave,1
100-03 205th pl,1
260124th st,1
104-02 223rd st,1
13519th st,1
91-09 165th ave,1
224766th st,1
needham ave,1
darlington ave,1
ellis st,1
322104th st,1
baltic st ,1
205173rd st,1
herschell st,1
149-19 46th ave,1
59-38 linden st,1
52181st st,1
forest hill rd,1
clinton ave,1
flagship cir,1
bay 46th st,1
159-31 80th st,1
sutton square,1
22981st st,1
328108th st,1
cambreleng ave,1
137-06 oak ave,1
kosciuszko st,1
castleton ave,1
union st,1
67-101 dartmouth st,1
snediker ave,1
goff ave,1
58-15 granger st,1
20931st st,1
72918th st,1
tenbroeck ave,1
78-18 74th st,1
1572nd st,1
640231st st,1
 84-12 35th ave,1
beach channel dr,1
42284th st,1
61-23 booth st,1
71-12 66th st,1
25590th st,1
32-26 parsons blvd,1
85-28 grand ave,1
133-38 130th st,1
144-55 melbourne ave,1
anaconda st,1
164th ave,1
jansen st,1
18-35 corporal kennedy st,1
31577th st,1
617227th st,1
130-35 146th st,1
nome ave,1
172051st st,1
brookside lp,1
dartmouth st,1
128-17 143rd st,1
110-11 72nd ave,1
115-11 142nd st,1
 25574th st,1
24029th st,1
laurel ave,1
narragansett ave,1
hett ave,1
21721st st,1
164-47 73rd ave,1
16780th st,1
82nd ave ,1
202-24 45th rd,1
arden ave,1
2366th st,1
kane st,1
shiloh st,1
31-38 137th st,1
18-75 corporal kennedy st,1
214-39 45th dr,1
699th st,1
1596th st,1
23rd ave apt,1
melrose st,1
100th st,1
161-169110th st ,1
10770th st,1
68-09 olcott st,1
116-46 233rd st,1
beach 13th st,1
181-10 93rd ave,1
193-06 122nd ave,1
254629th st,1
57th st,1
ladd rd,1
21153rd st,1
201859th st ,1
246123rd st,1
44th st,1
n railroad ave,1
15179th st fl,1
new dorp plaza,1
86-58 261st st,1
richards st,1
humboldt st,1
17085th st,1
127870th st,1
792nd st,1
beach 69th st,1
83-75 117th st,1
42249th st,1
mt morris park w,1
314138th st,1
15534th st,1
54augusta ave,1
horatio st,1
52522nd st,1
196-44 69th ave,1
41787th st,1
31-20 buell st,1
astor ave,1
park dr n,1
magenta st,1
briggs ave,1
6684th st,1
504110th st,1
jewel ave  a,1
44622nd st,1
220-19 135th ave,1
79-10 grand ave,1
108-36 ditmars blvd,1
49th st,1
23948th st,1
169th st apartment,1
250103rd st apt,1
216472nd st,1
80-07 margaret pl,1
130-21 lefferts blvd,1
albion pl,1
140-95 burden crescent,1
20595th st,1
17-25 menahan st,1
bond st apt,1
34555th st,1
49-12 167th st,1
tilden ave,1
85-15 main st,1
balcom ave,1
61-26 69th ln,1
10685th st,1
65-15 yellowstone blvd,1
209-35 30th ave,1
vireo ave,1
hudson manor terrace,1
47-31 216th st,1
schermerhorn st,1
203436th st,1
mcgraw ave,1
31392nd st,1
150-123 powells cove blvd,1
west end ave ,1
crystal st,1
83-71 116th st,1
olmstead ave,1
139-32 laurelton pkwy,1
31881st st,1
100119th st,1
145515th st,1
1st st,1
highland blvd,1
147-18 16th rd,1
overlook ave,1
shore front pkwy ,1
20117th st,1
42051st st apartment,1
229-17 87th ave,1
38518th st,1
97-19 63rd dr,1
55190th st apt,1
40077th st,1
norwood ct,1
12087th st,1
14th ave,1
cambridge pl,1
12935th st,1
43-06 rockaway beach blvd,1
undercliff ave,1
209-10 41st ave,1
seton ave,1
145th st,1
132214th st,1
250665th st,1
rossville ave,1
89-22 210th pl,1
camden ave,1
o'gorman ave,1
21717th st,1
medina st,1
baden pl,1
11272nd st ph c,1
3826th st,1
excelsior ave,1
42514th st,1
69-29 54th ave,1
n burgher ave,1
79-26 268th st,1
42-32 81st st,1
15051st st,1
18-50 211th st,1
ridge blvd apt,1
sprague ave,1
gabrielle ct,1
80-31 188th st,1
131-19 fowler ave,1
204th st ,1
108-16 36th ave,1
134-25 241st st,1
86-2 dumont ave,1
579215th st,1
146-06 13th ave,1
franklin st fl,1
132-31 219th st,1
dixon ave,1
133- amber st,1
109-06 112th st,1
50-07 63rd st,1
83-9 talbot st,1
147-48 8th ave,1
203-03 34th ave,1
332101st st,1
58-16 83rd pl,1
 35-25 77th st,1
water st ste c,1
morningstar rd,1
44056th st,1
155-17 113th ave,1
zerega ave,1
131996th st,1
29-31 159th st,1
24055th st,1
53-15 37th rd,1
511144th st,1
35-05 214th pl,1
42721st st,1
